0,0,0,216,29,3154,2923,0,11,220,3,4084244404,10,100,3.70,0.55,0,1727217365,0,8,0,0,0,0
0,0,0,128,40,666,474,0,7,185,3,4084244404,8.75,50,3.70,0.49,0,1727217365,0,8,0,0,0,0
0,0,0,168,8,3858,1304,1,6,2547,7,4084244404,8.75,50,3.70,0.51,0,1727217365,0,8,0,0,0,0
0,0,0,76,517,3235,489,0,2,2743,7,4084244404,8.75,50,3.70,0.45,0,1727217365,0,8,0,0,0,0
0,0,0,255,26,2463,1303,0,9,1151,256,4084244404,8.75,50,3.70,0.42,0,1727217365,0,8,0,0,0,0
0,0,0,281,204,2746,521,1650,4,571,13,4084244404,8.75,50,3.70,0.46,0,1727217365,0,8,0,0,0,0
0,0,0,1,2,3193,1721,168,59,1245,2,4084244404,8.75,50,3.70,0.47,0,1727217365,0,8,0,0,0,0
0,0,0,4,3,3309,1812,116,117,1264,3,4084244404,8.75,50,3.70,0.46,0,1727217365,0,8,0,0,0,0
0,0,0,113,27,3523,3411,0,2,110,3,4084244404,8.75,50,3.70,0.46,0,1727217365,0,8,0,0,0,0
0,0,0,137,23,12103,3667,0,3,8433,4,4084244404,8.75,50,3.70,0.35,0,1727217365,0,8,0,0,0,0
0,0,0,44,6,1903,1815,0,15,73,3,4084244404,8.75,50,3.70,0.40,0,1727217365,0,8,0,0,0,0
0,0,0,158,114,3042,1540,0,2,1500,4,4084244404,8.75,50,3.70,0.44,0,1727217365,0,8,0,0,0,0
0,0,0,165,124,4375,1502,0,3,2870,18,4084244404,8.75,50,3.70,0.46,0,1727217365,0,8,0,0,0,0
0,0,0,431,82,1078,47,0,6,1025,3,4084244404,8.75,50,3.70,0.43,0,1727217365,0,8,0,0,0,0
0,0,0,327,152,949,317,0,6,625,6,4084244404,8.75,50,3.70,0.41,0,1727217365,0,8,0,0,0,0
0,0,0,620,188,3178,219,0,8,2951,13,4084244404,8.75,50,3.70,0.49,0,1727217365,0,8,0,0,0,0
0,0,244,140,269,1526,1259,0,3,263,13,4084244404,7.4,100,3.70,0.41,0,1727217365,0,8,0,0,0,0
0,52,241,115,55,1271,1032,0,77,163,4,4084244404,7.4,100,3.70,0.43,0,1727217365,0,8,0,0,0,0
0,0,0,2010,17,4495,1513,269,379,2335,6,4084244404,7.4,100,3.70,0.51,0,1727217365,0,8,0,0,0,0
0,0,0,53,4,9732,1335,0,4,8393,486,4084244404,10,100,3.70,0.33,0,1727217365,0,8,0,0,0,0
0,0,0,149,71,4391,3444,0,181,766,4,4084244404,10,100,3.70,0.32,0,1727217365,0,8,0,0,0,0
0,0,0,53,9,11643,1033,0,5,10606,658,4084244404,10,100,3.70,0.39,0,1727217365,0,8,0,0,0,0
